file,classe,split,source,source_sha256,label_sha256,line,x1,y1,x2,y2,clipped,width,height,sha256,pixel_sha256
train/Pessoa/106_jpg.rf.af5b1060101b00fda3cbe16bf2dd37de__obj003.png,Pessoa,train,train/images/106_jpg.rf.af5b1060101b00fda3cbe16bf2dd37de.jpg,e7c389dae04adfd3556958287e1a73e2ab5045446225d8e7d68e17666039ca61,eac582e2ec28aa1481ee376e443bd8d71d9a7484e38e949f5acabd1e62f35111,3,26,170,180,640,False,154,470,79d7f22b149689012d884ee9a1298f3620912fd730183b3f35fa1e9f30f7ffb1,6d221deea6f77b006157e1a3227074f0183e16f950bd1b9d8faf96443bb4841a
train/Pessoa/106_jpg.rf.af5b1060101b00fda3cbe16bf2dd37de__obj004.png,Pessoa,train,train/images/106_jpg.rf.af5b1060101b00fda3cbe16bf2dd37de.jpg,e7c389dae04adfd3556958287e1a73e2ab5045446225d8e7d68e17666039ca61,eac582e2ec28aa1481ee376e443bd8d71d9a7484e38e949f5acabd1e62f35111,4,335,133,470,639,False,135,506,2b8e9d93ad6065274f8c2337f4788f1e630875b73a732262634276ae7436afd4,e5117d546df04adbe3874bac6f82e42b2c81bee671ceae5e642882232a4a0e50
train/Pessoa/106_jpg.rf.af5b1060101b00fda3cbe16bf2dd37de__obj005.png,Pessoa,train,train/images/106_jpg.rf.af5b1060101b00fda3cbe16bf2dd37de.jpg,e7c389dae04adfd3556958287e1a73e2ab5045446225d8e7d68e17666039ca61,eac582e2ec28aa1481ee376e443bd8d71d9a7484e38e949f5acabd1e62f35111,5,489,420,583,637,False,94,217,0cc96c9bc343ef6e99d4a5ef2bda09b002cdacabde70043585302719257531f5,8082dba600997da1ece15f70058bbe6cc02113412d67d4b6547f216baeefa460
train/Pessoa/108_jpg.rf.d6d0e29a0d567426f6d42fd2ff8c6a57__obj001.png,Pessoa,train,train/images/108_jpg.rf.d6d0e29a0d567426f6d42fd2ff8c6a57.jpg,71105d722832ce8eca3a714d0defadfba4e96257534b0fbc0ab3ae2970f9ff3d,bb12c459fb7b1c775033fa0788e7b3c1efcd576b1312170dbbb53b5c1d1b0c49,1,420,280,577,568,False,157,288,b8b4cf76073004c1b0b26c2ea4334a296397b08ea1bb80898d67459ebaa51e56,5b3c76bfb2beffc03bd551cc881636b975576881ce0e5dbf6a825e9582e000ec
train/Pessoa/108_jpg.rf.d6d0e29a0d567426f6d42fd2ff8c6a57__obj002.png,Pessoa,train,train/images/108_jpg.rf.d6d0e29a0d567426f6d42fd2ff8c6a57.jpg,71105d722832ce8eca3a714d0defadfba4e96257534b0fbc0ab3ae2970f9ff3d,bb12c459fb7b1c775033fa0788e7b3c1efcd576b1312170dbbb53b5c1d1b0c49,2,90,71,332,510,False,242,439,322f70b740d4cc379c7bb26a2fed24558c31fdc5619c235747f178cdf8ea04ec,f97bb35b0a7bde7f279fdc2d55bd6695c7d9a821617cf4b3fb739b87b9158c37
train/Capacete/108_jpg.rf.d6d0e29a0d567426f6d42fd2ff8c6a57__obj003.png,Capacete,train,train/images/108_jpg.rf.d6d0e29a0d567426f6d42fd2ff8c6a57.jpg,71105d722832ce8eca3a714d0defadfba4e96257534b0fbc0ab3ae2970f9ff3d,bb12c459fb7b1c775033fa0788e7b3c1efcd576b1312170dbbb53b5c1d1b0c49,3,241,85,309,137,False,68,52,7018678a1b8f6a01438e36596930a56627ef35c48855910045dfe1f30b9f1fcd,56ad3cc6ad1bb548f58557ad7f92e315b7a90dbbb40d262492073f0d7c4c2640
train/Capacete/109_jpg.rf.98f548d5706c32cdf11b18dd804aa639__obj001.png,Capacete,train,train/images/109_jpg.rf.98f548d5706c32cdf11b18dd804aa639.jpg,31221ea322077cb5a0af5b21b0299c874eea94c58eef2bb67e610a3865e6126f,63303734d44f939ec24c926a828eb73792d893044ae16cfd826b7890f9da1389,1,425,31,639,257,False,214,226,dabdf5dd74cd2eb05548204674ee2f2336f8c26fd9c17878d97bc6bb98f76a8c,01414e06b935d122d305770bcd4fe3b1b60a1b3a9cd4769fcd92b9ff9ed0f0ce
train/Pessoa/109_jpg.rf.98f548d5706c32cdf11b18dd804aa639__obj002.png,Pessoa,train,train/images/109_jpg.rf.98f548d5706c32cdf11b18dd804aa639.jpg,31221ea322077cb5a0af5b21b0299c874eea94c58eef2bb67e610a3865e6126f,63303734d44f939ec24c926a828eb73792d893044ae16cfd826b7890f9da1389,2,283,37,640,640,False,357,603,748f0a8f39587573d89f055531c4b7894b96af05f97d576b4eb2c741f25cc456,a0afc18ac17d108829a21d88004fc8c141d46f3a814f016a8575966e2b5c1832
train/Capacete/10_jpg.rf.1099caa72a3633543340532f132c41c1__obj001.png,Capacete,train,train/images/10_jpg.rf.1099caa72a3633543340532f132c41c1.jpg,3372773b4066d5a8297d50df5a1638dcb01168b2e30ec4f49ceb4d58490a627c,15ce1b282fc03226c819844b05362f5bf39d8a29b17eafa1de79c698d7c24b2a,1,255,29,410,142,False,155,113,86eda6c0b0def09cf7398cd9b27e3653699e0fbe9f729827ec04b5e785c3d4cb,413ee7608ed57d47b200eab760df29d858e189da85d6631ccc4edb110f12c3cf
train/Colete/10_jpg.rf.1099caa72a3633543340532f132c41c1__obj002.png,Colete,train,train/images/10_jpg.rf.1099caa72a3633543340532f132c41c1.jpg,3372773b4066d5a8297d50df5a1638dcb01168b2e30ec4f49ceb4d58490a627c,15ce1b282fc03226c819844b05362f5bf39d8a29b17eafa1de79c698d7c24b2a,2,164,212,511,565,False,347,353,7f3f53004c69b88629dd9d2c18edf56bfe8534c87149bb43617c2d110828b1ca,7a037acef18181a989115aa4c2ef5166cd2dd233ec4097768ad38dd24eb33cdb
train/Pessoa/10_jpg.rf.1099caa72a3633543340532f132c41c1__obj003.png,Pessoa,train,train/images/10_jpg.rf.1099caa72a3633543340532f132c41c1.jpg,3372773b4066d5a8297d50df5a1638dcb01168b2e30ec4f49ceb4d58490a627c,15ce1b282fc03226c819844b05362f5bf39d8a29b17eafa1de79c698d7c24b2a,3,89,31,586,592,False,497,561,c432d372de7dff871ea4aaf62e2306d5b5fdbfcfcdf90d85d6376fd26f6fefbd,5d08ac2a8c9e6018de4b79f1bf7e2bcc5795cd5ae6b452cbc286511dee5eab93
train/Capacete/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj001.png,Capacete,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,1,316,113,356,154,False,40,41,51588a42991f5ee8837ec731be458cfe80857645fdf490ea82c8f36b211cd425,8a7998c0e9f952bc110babaf2b41bff493508128b1af9912f490eae388b7f27a
train/Capacete/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj002.png,Capacete,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,2,0,360,23,402,False,23,42,fe92228590cedb91a879a1793545072f1f310d5731cecb6832937e2934454f64,15e77a14d6390cc1619dca3686e74da5c5a2824f3c6b0d963d110bd079dbeb5d
train/Capacete/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj003.png,Capacete,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,3,93,344,125,377,False,32,33,9d0891ef59bae5de4179abe2053c53c73cb0f80a54166af4dc09ba66b4e2285c,21bc6d938b3fe62d375b318319a52da566690fe4d8c185d7f9ac378aee94f60c
train/Capacete/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj004.png,Capacete,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,4,230,396,248,431,False,18,35,4fb449bb478047874ecaed11e7753711eb74c6c644abd01ad0e8a6b7b9c64b18,beb330cefd98fec30116db284bbedd395efd6dd42bb799939bca178d35a0b40e
train/Capacete/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj005.png,Capacete,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,5,250,403,265,435,False,15,32,b19c4201612a4083df701fa18026cec688d6ac96756d91eafa6e22b59eecb865,e758700391b5be2d869b139a8e48945cf8c2062d7e51d311ce6a147023c40da8
train/Capacete/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj007.png,Capacete,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,7,254,473,285,517,False,31,44,b1729d3526753d2f22636d7cc96abc4bb6609a524df80e99e6a62969106795e2,ecd78a40ae1a398e3873cc276ff9a02871868e8e48f28cd7694f7cb2c02e903d
train/Capacete/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj008.png,Capacete,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,8,322,469,348,519,False,26,50,67478df9a70899b1073b96cb99bdf64389fbd99cd3040201e1b3c4f984559993,33c550dd67f666bd05ca80afa0c087156d3abe09a1a760d99e1295e052ed7e74
train/Capacete/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj009.png,Capacete,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,9,559,321,586,368,False,27,47,f8eb2a41448de874e2d5a61e7d06bad935a9bf486aef614fe2b43adc2358dfc2,74839ffc935313970637f019eae985068c7c4e7ef8847856e4dc227aebb42d79
train/Pessoa/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj010.png,Pessoa,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,10,0,353,43,626,False,43,273,3792c51a7f6122f04be435ef25c6be09dc061ddf8f4e9588935da19a2fb1f89b,b8dfbaa9183432f33a4652ef8d037e6be58328eff0a383d059eeea5cd3312529
train/Pessoa/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj011.png,Pessoa,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,11,77,344,145,620,False,68,276,c9b484edb0854f59208a41daab002028acb1c29b561ca14967d4bb31b0f25244,2e33c264dcf798787e5e6a67a0a7546e69808a07931c2bc94a868beeb02db11b
train/Pessoa/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj012.png,Pessoa,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,12,221,398,270,557,False,49,159,cf4ba3b6f9767d321d771978c4ee5981a9ab22489b0fb6c03146dcab6747b27a,fb878859d44a8160542f5b940923a35513930d5a305cc3ed7488c0629096a7b0
train/Pessoa/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj013.png,Pessoa,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,13,237,468,295,640,False,58,172,3dabc077e1887a797ffe95f8a6d85a02fa7474d8427343fbff82add18538829d,c844250487bc3513f0652b760853b747a5d1c14479410b1a0c96457b3e8fba67
train/Pessoa/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6__obj014.png,Pessoa,train,train/images/110_jpg.rf.dc0227ecf8ab3c7747ad94c064e505a6.jpg,9a79951a0013cb568fdd72c1e107e0872deb7540e884c549734af1ac5dac3797,f8a79619a03e8a662665358d278858760a826f8ca24a07e918177044594f72f7,14,295,467,343,640,False,48,173,eeb520f99dc20f7300ebd65376c4ee417f83b8809f1427f4bc98c09f496aa55e,1fc1b92c6bdfbaef360a2360acb1eae2e3cdd6d5125382f80261bc285a6d57b5
